R,I,A,S,E,C,carrera_id,nombre_carrera
6.64,7.41,2.03,3.71,4.98,3.79,47,Lic. en Ingeniería en Agrobiotecnología
6.58,6.45,2.64,2.0,5.11,2.14,47,Lic. en Ingeniería en Agrobiotecnología
5.9,6.46,2.37,2.56,5.16,3.07,47,Lic. en Ingeniería en Agrobiotecnología
5.8,7.0,3.93,2.57,5.35,3.27,47,Lic. en Ingeniería en Agrobiotecnología
6.6,6.91,2.98,2.56,5.07,3.65,47,Lic. en Ingeniería en Agrobiotecnología
6.36,7.11,2.25,3.55,6.25,3.94,47,Lic. en Ingeniería en Agrobiotecnología
6.85,7.0,2.71,3.14,5.14,3.4,47,Lic. en Ingeniería en Agrobiotecnología
6.82,7.71,3.59,2.55,5.66,2.07,47,Lic. en Ingeniería en Agrobiotecnología
6.17,7.3,2.88,2.69,4.81,3.62,47,Lic. en Ingeniería en Agrobiotecnología
6.28,7.22,1.78,2.56,4.89,2.99,47,Lic. en Ingeniería en Agrobiotecnología
5.9,7.37,2.75,2.3,5.94,2.74,47,Lic. en Ingeniería en Agrobiotecnología
7.09,6.45,2.48,3.64,5.01,2.64,47,Lic. en Ingeniería en Agrobiotecnología
6.72,6.98,3.07,3.28,5.67,3.85,47,Lic. en Ingeniería en Agrobiotecnología
5.81,7.63,2.21,2.32,5.3,1.87,47,Lic. en Ingeniería en Agrobiotecnología
5.79,6.52,3.28,3.81,5.22,1.99,47,Lic. en Ingeniería en Agrobiotecnología
6.9,6.7,1.55,3.07,5.67,2.89,47,Lic. en Ingeniería en Agrobiotecnología
7.03,6.6,1.52,2.63,5.44,3.09,47,Lic. en Ingeniería en Agrobiotecnología
7.03,7.85,2.53,2.98,6.23,2.15,47,Lic. en Ingeniería en Agrobiotecnología
6.52,7.2,3.83,3.5,5.8,3.96,47,Lic. en Ingeniería en Agrobiotecnología
7.04,6.8,3.86,3.93,5.78,3.64,47,Lic. en Ingeniería en Agrobiotecnología
6.63,7.47,2.28,2.82,5.21,2.21,47,Lic. en Ingeniería en Agrobiotecnología
5.78,6.69,3.21,1.76,5.65,1.72,47,Lic. en Ingeniería en Agrobiotecnología
5.68,7.36,2.01,1.66,5.22,3.99,47,Lic. en Ingeniería en Agrobiotecnología
6.39,6.75,2.63,3.72,5.86,3.29,47,Lic. en Ingeniería en Agrobiotecnología
6.2,7.33,2.41,1.96,6.07,3.76,47,Lic. en Ingeniería en Agrobiotecnología
6.84,6.81,2.46,1.53,5.35,1.55,47,Lic. en Ingeniería en Agrobiotecnología
5.74,7.84,2.26,3.15,5.83,2.1,47,Lic. en Ingeniería en Agrobiotecnología
6.0,6.98,3.56,2.2,5.97,1.82,47,Lic. en Ingeniería en Agrobiotecnología
6.51,7.55,1.69,3.23,4.99,2.09,47,Lic. en Ingeniería en Agrobiotecnología
6.63,6.71,4.0,3.92,5.36,1.51,47,Lic. en Ingeniería en Agrobiotecnología
6.06,6.92,2.25,1.97,5.35,2.67,47,Lic. en Ingeniería en Agrobiotecnología
6.46,7.73,3.01,2.12,5.36,2.45,47,Lic. en Ingeniería en Agrobiotecnología
6.87,6.88,2.04,1.51,4.87,2.02,47,Lic. en Ingeniería en Agrobiotecnología
6.96,6.7,3.88,2.32,5.59,1.76,47,Lic. en Ingeniería en Agrobiotecnología
6.56,6.44,2.45,1.51,5.94,2.33,47,Lic. en Ingeniería en Agrobiotecnología
6.92,7.04,2.89,2.47,6.23,1.79,47,Lic. en Ingeniería en Agrobiotecnología
6.42,7.24,3.88,3.59,6.12,2.07,47,Lic. en Ingeniería en Agrobiotecnología
6.98,7.53,3.18,3.06,6.0,2.4,47,Lic. en Ingeniería en Agrobiotecnología
7.03,7.02,2.8,1.86,5.87,1.85,47,Lic. en Ingeniería en Agrobiotecnología
6.37,7.74,1.57,3.66,6.12,2.82,47,Lic. en Ingeniería en Agrobiotecnología
6.11,7.82,3.48,1.7,4.93,2.29,47,Lic. en Ingeniería en Agrobiotecnología
6.69,7.32,3.34,1.84,5.59,2.83,47,Lic. en Ingeniería en Agrobiotecnología
5.73,6.64,2.9,2.71,5.29,1.54,47,Lic. en Ingeniería en Agrobiotecnología
6.47,6.8,2.75,3.65,5.05,2.54,47,Lic. en Ingeniería en Agrobiotecnología
6.0,7.56,1.57,1.98,5.73,3.24,47,Lic. en Ingeniería en Agrobiotecnología
6.94,6.8,2.05,3.57,6.1,1.57,47,Lic. en Ingeniería en Agrobiotecnología
6.11,7.7,2.08,2.23,5.08,2.52,47,Lic. en Ingeniería en Agrobiotecnología
7.05,7.84,1.7,3.1,6.1,3.77,47,Lic. en Ingeniería en Agrobiotecnología
6.4,7.03,3.15,2.3,6.29,1.57,47,Lic. en Ingeniería en Agrobiotecnología
6.19,7.53,1.66,3.92,5.49,3.24,47,Lic. en Ingeniería en Agrobiotecnología
6.93,6.95,2.94,3.03,5.82,2.82,47,Lic. en Ingeniería en Agrobiotecnología
6.34,7.63,3.31,3.86,5.91,2.09,47,Lic. en Ingeniería en Agrobiotecnología
6.96,6.43,2.37,3.24,6.11,2.6,47,Lic. en Ingeniería en Agrobiotecnología
6.4,7.2,3.92,1.6,6.25,3.5,47,Lic. en Ingeniería en Agrobiotecnología
6.68,7.48,1.52,2.51,4.85,3.63,47,Lic. en Ingeniería en Agrobiotecnología
6.04,6.53,3.82,2.05,5.34,2.12,47,Lic. en Ingeniería en Agrobiotecnología
6.06,7.04,3.09,2.28,5.93,2.3,47,Lic. en Ingeniería en Agrobiotecnología
6.46,6.55,3.53,3.19,5.33,2.26,47,Lic. en Ingeniería en Agrobiotecnología
5.69,7.87,2.87,1.68,5.4,3.27,47,Lic. en Ingeniería en Agrobiotecnología
6.2,7.61,2.33,2.89,6.22,1.85,47,Lic. en Ingeniería en Agrobiotecnología
6.76,7.81,2.61,2.79,5.38,3.36,48,Lic. en Ingeniería en Biotecnología Acuática
7.06,7.01,1.89,2.14,5.81,2.61,48,Lic. en Ingeniería en Biotecnología Acuática
6.01,6.59,2.34,2.45,5.81,2.71,48,Lic. en Ingeniería en Biotecnología Acuática
6.09,6.75,3.14,1.79,4.87,2.23,48,Lic. en Ingeniería en Biotecnología Acuática
5.95,6.55,2.73,2.98,4.86,2.95,48,Lic. en Ingeniería en Biotecnología Acuática
6.1,7.31,1.89,3.84,6.23,3.58,48,Lic. en Ingeniería en Biotecnología Acuática
5.92,7.61,1.91,3.44,6.12,2.52,48,Lic. en Ingeniería en Biotecnología Acuática
6.19,6.46,2.03,2.18,5.26,1.79,48,Lic. en Ingeniería en Biotecnología Acuática
6.19,7.14,2.36,2.34,4.98,3.25,48,Lic. en Ingeniería en Biotecnología Acuática
5.61,7.61,2.47,3.99,5.46,3.24,48,Lic. en Ingeniería en Biotecnología Acuática
6.34,7.8,3.65,2.44,5.67,2.36,48,Lic. en Ingeniería en Biotecnología Acuática
6.05,6.57,2.63,1.81,5.26,2.42,48,Lic. en Ingeniería en Biotecnología Acuática
6.91,6.62,3.77,2.09,5.75,3.17,48,Lic. en Ingeniería en Biotecnología Acuática
6.42,6.85,2.58,2.09,5.67,2.31,48,Lic. en Ingeniería en Biotecnología Acuática
5.71,6.5,3.66,3.35,5.07,3.22,48,Lic. en Ingeniería en Biotecnología Acuática
5.83,7.31,1.68,3.91,5.23,3.94,48,Lic. en Ingeniería en Biotecnología Acuática
6.28,6.82,2.72,2.91,5.7,3.07,48,Lic. en Ingeniería en Biotecnología Acuática
6.36,7.75,2.92,2.08,5.85,2.98,48,Lic. en Ingeniería en Biotecnología Acuática
6.05,6.8,2.77,2.43,5.06,1.7,48,Lic. en Ingeniería en Biotecnología Acuática
5.78,6.96,2.67,2.37,5.62,2.12,48,Lic. en Ingeniería en Biotecnología Acuática
6.69,6.89,1.5,1.6,4.92,3.83,48,Lic. en Ingeniería en Biotecnología Acuática
5.89,6.67,2.33,2.08,5.02,2.52,48,Lic. en Ingeniería en Biotecnología Acuática
5.64,7.6,1.88,2.34,5.14,2.62,48,Lic. en Ingeniería en Biotecnología Acuática
6.74,6.89,3.55,1.98,5.48,2.65,48,Lic. en Ingeniería en Biotecnología Acuática
6.14,6.78,3.63,1.67,5.19,1.59,48,Lic. en Ingeniería en Biotecnología Acuática
6.17,7.52,2.63,2.85,4.85,2.86,48,Lic. en Ingeniería en Biotecnología Acuática
6.08,7.65,3.77,2.18,5.74,1.98,48,Lic. en Ingeniería en Biotecnología Acuática
6.58,6.47,2.03,2.97,6.0,2.45,48,Lic. en Ingeniería en Biotecnología Acuática
6.99,7.65,3.98,1.7,5.89,3.18,48,Lic. en Ingeniería en Biotecnología Acuática
5.99,7.22,3.36,3.17,5.03,3.91,48,Lic. en Ingeniería en Biotecnología Acuática
6.55,6.68,3.03,1.82,5.87,3.13,48,Lic. en Ingeniería en Biotecnología Acuática
6.18,6.61,1.77,2.44,6.14,3.7,48,Lic. en Ingeniería en Biotecnología Acuática
6.7,7.82,2.77,3.53,5.0,3.58,48,Lic. en Ingeniería en Biotecnología Acuática
6.82,6.41,1.89,3.13,5.16,1.77,48,Lic. en Ingeniería en Biotecnología Acuática
6.29,7.6,2.41,3.03,5.93,2.59,48,Lic. en Ingeniería en Biotecnología Acuática
5.6,7.31,3.76,1.58,6.15,3.83,48,Lic. en Ingeniería en Biotecnología Acuática
6.73,6.63,3.57,1.54,5.43,1.8,48,Lic. en Ingeniería en Biotecnología Acuática
6.48,6.88,3.02,1.74,5.66,2.32,48,Lic. en Ingeniería en Biotecnología Acuática
6.86,6.5,2.62,2.87,6.28,2.97,48,Lic. en Ingeniería en Biotecnología Acuática
6.36,7.48,1.96,3.44,5.51,3.69,48,Lic. en Ingeniería en Biotecnología Acuática
7.03,7.48,1.58,3.09,5.72,3.73,48,Lic. en Ingeniería en Biotecnología Acuática
6.84,7.37,3.04,1.84,5.48,1.57,48,Lic. en Ingeniería en Biotecnología Acuática
6.97,6.76,2.63,2.43,6.18,3.25,48,Lic. en Ingeniería en Biotecnología Acuática
6.61,6.63,1.85,2.68,5.66,3.52,48,Lic. en Ingeniería en Biotecnología Acuática
5.68,7.51,2.19,1.58,4.85,2.7,48,Lic. en Ingeniería en Biotecnología Acuática
5.89,7.83,2.84,1.94,5.42,2.22,48,Lic. en Ingeniería en Biotecnología Acuática
6.81,7.01,3.21,1.72,5.96,2.69,48,Lic. en Ingeniería en Biotecnología Acuática
6.71,7.34,2.11,3.87,5.99,3.81,48,Lic. en Ingeniería en Biotecnología Acuática
6.95,7.55,3.52,2.19,5.4,2.52,48,Lic. en Ingeniería en Biotecnología Acuática
6.25,6.71,2.26,3.21,5.16,1.93,48,Lic. en Ingeniería en Biotecnología Acuática
6.84,6.47,2.24,3.06,5.5,1.72,48,Lic. en Ingeniería en Biotecnología Acuática
6.82,6.79,3.34,3.49,5.1,2.47,48,Lic. en Ingeniería en Biotecnología Acuática
6.21,7.48,3.71,3.05,5.82,2.14,48,Lic. en Ingeniería en Biotecnología Acuática
6.07,7.73,2.62,2.07,5.27,3.85,48,Lic. en Ingeniería en Biotecnología Acuática
6.64,6.77,3.28,3.99,4.97,3.71,48,Lic. en Ingeniería en Biotecnología Acuática
6.67,7.09,1.62,2.15,5.2,3.85,48,Lic. en Ingeniería en Biotecnología Acuática
5.78,7.0,2.6,3.9,5.66,1.64,48,Lic. en Ingeniería en Biotecnología Acuática
6.38,7.49,2.58,1.7,6.14,3.0,48,Lic. en Ingeniería en Biotecnología Acuática
6.54,6.44,1.72,1.75,6.11,2.81,48,Lic. en Ingeniería en Biotecnología Acuática
6.92,7.4,2.06,2.94,4.9,1.64,48,Lic. en Ingeniería en Biotecnología Acuática
6.47,7.78,2.07,3.06,4.95,2.02,48,Lic. en Ingeniería en Biotecnología Acuática
6.24,7.62,3.89,2.22,6.21,2.45,48,Lic. en Ingeniería en Biotecnología Acuática
5.88,7.67,1.99,3.84,5.48,2.7,48,Lic. en Ingeniería en Biotecnología Acuática
5.94,7.79,2.7,2.26,6.14,3.66,48,Lic. en Ingeniería en Biotecnología Acuática
6.75,7.29,2.08,2.06,5.02,2.76,48,Lic. en Ingeniería en Biotecnología Acuática
6.58,7.74,3.81,3.8,5.75,2.1,48,Lic. en Ingeniería en Biotecnología Acuática
7.02,7.15,1.59,3.86,5.38,1.53,48,Lic. en Ingeniería en Biotecnología Acuática
6.86,6.89,2.46,3.91,6.24,3.36,48,Lic. en Ingeniería en Biotecnología Acuática
6.9,7.77,2.95,3.49,5.99,3.13,48,Lic. en Ingeniería en Biotecnología Acuática
6.23,7.21,1.84,2.9,5.83,3.87,48,Lic. en Ingeniería en Biotecnología Acuática
6.21,6.47,3.49,2.73,5.05,2.62,48,Lic. en Ingeniería en Biotecnología Acuática
6.3,7.61,3.98,3.8,6.16,2.91,48,Lic. en Ingeniería en Biotecnología Acuática
6.33,7.21,2.1,1.61,5.51,2.44,48,Lic. en Ingeniería en Biotecnología Acuática
7.03,6.64,3.59,2.82,5.27,2.25,48,Lic. en Ingeniería en Biotecnología Acuática
5.73,6.97,1.6,3.39,5.48,2.62,48,Lic. en Ingeniería en Biotecnología Acuática
6.6,7.48,2.16,2.13,5.34,2.34,48,Lic. en Ingeniería en Biotecnología Acuática
7.06,7.19,2.49,3.36,5.37,2.01,48,Lic. en Ingeniería en Biotecnología Acuática
6.7,7.89,2.63,2.48,5.12,3.57,48,Lic. en Ingeniería en Biotecnología Acuática
6.04,6.73,3.12,2.82,5.86,2.78,48,Lic. en Ingeniería en Biotecnología Acuática
6.19,7.49,2.79,3.93,5.69,2.36,48,Lic. en Ingeniería en Biotecnología Acuática
5.94,7.11,3.98,3.0,5.23,2.91,48,Lic. en Ingeniería en Biotecnología Acuática
6.64,6.86,3.98,1.8,5.95,1.86,48,Lic. en Ingeniería en Biotecnología Acuática
6.56,6.7,2.61,1.77,6.23,3.86,48,Lic. en Ingeniería en Biotecnología Acuática
6.19,6.83,3.91,2.6,5.54,3.91,48,Lic. en Ingeniería en Biotecnología Acuática
6.82,6.91,2.97,3.48,5.67,3.58,48,Lic. en Ingeniería en Biotecnología Acuática
6.41,7.03,1.95,2.14,4.87,3.91,48,Lic. en Ingeniería en Biotecnología Acuática
6.05,6.88,1.62,3.97,5.95,3.13,48,Lic. en Ingeniería en Biotecnología Acuática
6.76,6.77,3.09,2.98,6.09,3.41,48,Lic. en Ingeniería en Biotecnología Acuática
7.05,7.75,1.87,2.24,5.28,3.04,48,Lic. en Ingeniería en Biotecnología Acuática
6.58,6.46,1.95,3.55,5.55,2.29,48,Lic. en Ingeniería en Biotecnología Acuática
6.37,7.1,2.52,1.99,5.42,3.38,48,Lic. en Ingeniería en Biotecnología Acuática
5.81,7.23,3.79,3.54,5.75,3.74,48,Lic. en Ingeniería en Biotecnología Acuática
6.54,7.1,2.52,2.95,5.75,3.85,48,Lic. en Ingeniería en Biotecnología Acuática
6.93,6.9,3.93,2.28,5.98,1.74,48,Lic. en Ingeniería en Biotecnología Acuática
6.03,7.51,3.63,2.91,6.1,2.18,48,Lic. en Ingeniería en Biotecnología Acuática
6.0,6.51,3.5,2.48,5.77,3.08,48,Lic. en Ingeniería en Biotecnología Acuática
5.97,7.81,1.75,1.92,5.25,1.9,48,Lic. en Ingeniería en Biotecnología Acuática
6.06,6.86,2.57,3.0,5.2,2.53,48,Lic. en Ingeniería en Biotecnología Acuática
6.74,7.54,3.02,3.25,5.14,3.85,48,Lic. en Ingeniería en Biotecnología Acuática
6.59,7.09,2.19,2.67,5.04,1.51,48,Lic. en Ingeniería en Biotecnología Acuática
7.46,6.33,2.19,5.01,3.17,3.67,49,Lic. en Medicina Veterinaria y Zootecnia
6.85,5.81,3.73,5.18,3.41,3.29,49,Lic. en Medicina Veterinaria y Zootecnia
7.77,5.88,2.43,5.1,2.89,2.36,49,Lic. en Medicina Veterinaria y Zootecnia
6.72,5.95,3.26,4.89,2.47,2.38,49,Lic. en Medicina Veterinaria y Zootecnia
6.73,6.57,3.02,5.32,2.88,3.66,49,Lic. en Medicina Veterinaria y Zootecnia
7.05,5.91,1.78,5.78,3.01,2.16,49,Lic. en Medicina Veterinaria y Zootecnia
7.33,6.23,2.9,5.73,2.14,2.4,49,Lic. en Medicina Veterinaria y Zootecnia
7.52,6.15,2.76,5.71,2.47,3.21,49,Lic. en Medicina Veterinaria y Zootecnia
7.86,6.21,3.28,5.21,3.27,3.55,49,Lic. en Medicina Veterinaria y Zootecnia
6.42,5.67,2.31,5.83,1.51,3.68,49,Lic. en Medicina Veterinaria y Zootecnia
7.64,6.58,2.48,5.83,1.7,2.38,49,Lic. en Medicina Veterinaria y Zootecnia
6.69,5.63,3.55,4.81,1.62,3.72,49,Lic. en Medicina Veterinaria y Zootecnia
7.18,6.2,2.64,4.8,1.55,1.67,49,Lic. en Medicina Veterinaria y Zootecnia
7.28,6.04,3.39,5.07,3.1,1.66,49,Lic. en Medicina Veterinaria y Zootecnia
7.75,5.82,1.91,4.86,1.97,1.94,49,Lic. en Medicina Veterinaria y Zootecnia
6.71,6.17,2.58,5.42,1.53,3.14,49,Lic. en Medicina Veterinaria y Zootecnia
7.73,6.65,2.77,5.27,3.09,2.14,49,Lic. en Medicina Veterinaria y Zootecnia
6.78,6.86,1.84,6.08,2.95,1.75,49,Lic. en Medicina Veterinaria y Zootecnia
7.45,6.04,2.7,5.4,2.94,3.53,49,Lic. en Medicina Veterinaria y Zootecnia
7.65,6.07,2.17,6.29,3.4,1.82,49,Lic. en Medicina Veterinaria y Zootecnia
7.41,6.8,3.5,5.16,3.51,3.17,49,Lic. en Medicina Veterinaria y Zootecnia
6.62,6.09,2.6,5.08,3.18,2.09,49,Lic. en Medicina Veterinaria y Zootecnia
7.31,5.74,3.87,5.11,3.88,3.14,49,Lic. en Medicina Veterinaria y Zootecnia
7.85,7.09,3.61,6.22,3.87,2.99,49,Lic. en Medicina Veterinaria y Zootecnia
7.04,6.58,2.92,4.93,3.01,2.11,49,Lic. en Medicina Veterinaria y Zootecnia
6.85,6.17,3.6,5.43,2.72,1.63,49,Lic. en Medicina Veterinaria y Zootecnia
7.03,7.04,1.68,5.16,3.15,3.77,49,Lic. en Medicina Veterinaria y Zootecnia
7.66,6.03,2.51,5.41,3.22,3.55,49,Lic. en Medicina Veterinaria y Zootecnia
6.65,5.68,2.44,5.49,3.08,3.58,49,Lic. en Medicina Veterinaria y Zootecnia
7.41,5.85,3.38,5.05,3.37,3.9,49,Lic. en Medicina Veterinaria y Zootecnia
7.59,6.18,3.93,5.13,1.54,3.75,49,Lic. en Medicina Veterinaria y Zootecnia
6.47,6.56,2.9,6.07,2.27,2.67,49,Lic. en Medicina Veterinaria y Zootecnia
7.03,6.01,3.74,5.35,2.69,1.9,49,Lic. en Medicina Veterinaria y Zootecnia
6.94,5.91,1.53,5.12,1.65,3.94,49,Lic. en Medicina Veterinaria y Zootecnia
6.8,6.47,3.57,5.63,3.17,3.9,49,Lic. en Medicina Veterinaria y Zootecnia
6.95,6.31,3.06,4.97,2.25,3.84,49,Lic. en Medicina Veterinaria y Zootecnia
6.92,6.78,2.38,6.26,2.02,3.37,49,Lic. en Medicina Veterinaria y Zootecnia
7.9,6.3,3.54,5.01,2.61,2.73,49,Lic. en Medicina Veterinaria y Zootecnia
6.8,6.82,1.76,5.04,2.35,3.02,49,Lic. en Medicina Veterinaria y Zootecnia
6.67,6.07,3.46,6.02,3.84,2.6,49,Lic. en Medicina Veterinaria y Zootecnia
6.94,5.72,2.01,5.66,3.01,3.86,49,Lic. en Medicina Veterinaria y Zootecnia
7.89,6.86,2.7,5.11,1.99,2.13,49,Lic. en Medicina Veterinaria y Zootecnia
6.97,6.2,3.12,5.11,2.87,2.29,49,Lic. en Medicina Veterinaria y Zootecnia
7.31,5.94,3.72,5.69,2.61,2.02,49,Lic. en Medicina Veterinaria y Zootecnia
6.55,5.94,2.87,5.95,3.14,1.64,49,Lic. en Medicina Veterinaria y Zootecnia
7.33,7.04,1.75,6.23,3.13,3.03,49,Lic. en Medicina Veterinaria y Zootecnia
7.74,6.53,2.42,6.27,2.28,3.87,49,Lic. en Medicina Veterinaria y Zootecnia
7.24,6.72,2.9,5.43,3.06,3.21,49,Lic. en Medicina Veterinaria y Zootecnia
6.83,5.7,1.74,4.98,3.96,2.06,49,Lic. en Medicina Veterinaria y Zootecnia
7.3,6.38,3.4,5.78,2.14,3.63,49,Lic. en Medicina Veterinaria y Zootecnia
6.66,6.87,2.01,6.04,2.56,2.23,49,Lic. en Medicina Veterinaria y Zootecnia
6.65,6.6,1.78,4.93,3.15,2.48,49,Lic. en Medicina Veterinaria y Zootecnia
6.44,6.29,1.85,5.46,3.73,3.94,49,Lic. en Medicina Veterinaria y Zootecnia
7.07,6.51,3.08,5.31,3.87,2.37,49,Lic. en Medicina Veterinaria y Zootecnia
7.6,6.77,1.59,5.88,1.71,3.24,49,Lic. en Medicina Veterinaria y Zootecnia
6.75,6.06,2.69,6.07,1.99,2.46,49,Lic. en Medicina Veterinaria y Zootecnia
7.78,6.5,2.94,6.05,2.5,1.86,49,Lic. en Medicina Veterinaria y Zootecnia
7.01,6.22,2.86,5.5,1.66,2.99,49,Lic. en Medicina Veterinaria y Zootecnia
7.74,6.65,2.36,5.26,2.63,3.27,49,Lic. en Medicina Veterinaria y Zootecnia
7.85,6.55,2.52,5.75,3.62,3.24,49,Lic. en Medicina Veterinaria y Zootecnia
7.32,6.26,3.3,5.73,2.98,1.71,49,Lic. en Medicina Veterinaria y Zootecnia
6.61,6.24,3.93,5.46,1.76,3.93,49,Lic. en Medicina Veterinaria y Zootecnia
7.39,5.71,3.87,5.53,1.88,2.16,49,Lic. en Medicina Veterinaria y Zootecnia
7.79,6.13,2.19,6.1,3.27,1.94,49,Lic. en Medicina Veterinaria y Zootecnia
6.66,6.04,2.31,5.13,3.49,3.2,49,Lic. en Medicina Veterinaria y Zootecnia
7.55,6.43,3.5,5.71,2.45,2.43,49,Lic. en Medicina Veterinaria y Zootecnia
7.19,7.09,3.57,5.69,3.98,3.01,49,Lic. en Medicina Veterinaria y Zootecnia
7.01,6.2,1.94,5.04,2.4,2.68,49,Lic. en Medicina Veterinaria y Zootecnia
6.43,6.84,1.88,5.04,3.68,3.33,49,Lic. en Medicina Veterinaria y Zootecnia
6.87,5.74,3.16,4.86,3.99,3.43,49,Lic. en Medicina Veterinaria y Zootecnia
6.66,6.41,2.62,5.8,3.62,2.69,49,Lic. en Medicina Veterinaria y Zootecnia
7.16,6.26,2.93,5.15,1.76,1.62,49,Lic. en Medicina Veterinaria y Zootecnia
7.22,5.88,2.64,6.04,3.17,2.7,49,Lic. en Medicina Veterinaria y Zootecnia
7.4,6.44,2.9,5.81,2.54,3.1,49,Lic. en Medicina Veterinaria y Zootecnia
7.12,5.86,2.68,6.15,3.37,3.69,49,Lic. en Medicina Veterinaria y Zootecnia
6.88,6.52,1.71,5.79,1.64,2.96,49,Lic. en Medicina Veterinaria y Zootecnia
6.78,5.65,2.28,5.09,3.87,2.89,49,Lic. en Medicina Veterinaria y Zootecnia
7.28,6.2,3.31,5.39,3.08,3.4,49,Lic. en Medicina Veterinaria y Zootecnia
6.43,6.17,2.19,4.9,1.8,2.97,49,Lic. en Medicina Veterinaria y Zootecnia
7.77,5.83,2.08,6.04,2.28,2.97,49,Lic. en Medicina Veterinaria y Zootecnia
7.0,5.98,1.93,5.91,3.69,2.15,49,Lic. en Medicina Veterinaria y Zootecnia
6.9,6.72,3.12,5.69,2.32,2.79,49,Lic. en Medicina Veterinaria y Zootecnia
6.83,6.49,2.29,5.38,1.69,3.64,49,Lic. en Medicina Veterinaria y Zootecnia
6.55,6.46,2.64,4.8,3.38,3.46,49,Lic. en Medicina Veterinaria y Zootecnia
6.65,6.68,2.81,5.16,1.54,3.91,49,Lic. en Medicina Veterinaria y Zootecnia
6.79,6.49,3.27,5.8,1.92,3.8,49,Lic. en Medicina Veterinaria y Zootecnia
6.74,6.95,3.4,5.27,2.15,3.26,49,Lic. en Medicina Veterinaria y Zootecnia
7.47,6.37,2.83,5.66,3.24,2.75,49,Lic. en Medicina Veterinaria y Zootecnia
7.13,6.31,3.62,6.1,3.12,3.36,49,Lic. en Medicina Veterinaria y Zootecnia
6.71,6.26,2.28,5.77,2.71,3.42,49,Lic. en Medicina Veterinaria y Zootecnia
6.95,6.55,3.56,5.89,3.49,2.82,49,Lic. en Medicina Veterinaria y Zootecnia
7.61,5.93,1.77,5.2,3.1,2.62,49,Lic. en Medicina Veterinaria y Zootecnia
6.51,5.73,2.96,5.84,3.82,2.94,49,Lic. en Medicina Veterinaria y Zootecnia
7.87,6.71,1.92,5.63,3.94,2.93,49,Lic. en Medicina Veterinaria y Zootecnia
7.47,6.51,2.13,5.49,4.0,3.59,49,Lic. en Medicina Veterinaria y Zootecnia
6.49,6.25,2.09,5.95,2.53,2.8,49,Lic. en Medicina Veterinaria y Zootecnia
7.81,6.62,1.96,5.97,3.76,2.48,49,Lic. en Medicina Veterinaria y Zootecnia
7.17,6.6,3.49,5.87,1.79,2.71,49,Lic. en Medicina Veterinaria y Zootecnia
6.75,6.93,3.33,5.12,3.66,3.53,49,Lic. en Medicina Veterinaria y Zootecnia
7.41,5.64,1.56,6.11,2.62,3.59,49,Lic. en Medicina Veterinaria y Zootecnia
2.5,3.14,6.87,7.08,5.19,2.74,50,Lic. en Artes Escénicas
2.48,2.87,7.24,6.3,5.86,3.21,50,Lic. en Artes Escénicas
2.08,3.64,7.31,6.47,5.59,3.99,50,Lic. en Artes Escénicas
2.54,3.77,7.45,5.64,6.24,2.44,50,Lic. en Artes Escénicas
3.17,1.87,7.8,6.67,4.93,2.01,50,Lic. en Artes Escénicas
3.92,2.27,7.48,6.41,5.42,3.11,50,Lic. en Artes Escénicas
3.08,2.24,6.53,5.87,5.51,2.11,50,Lic. en Artes Escénicas
1.66,3.05,7.18,5.65,5.63,3.99,50,Lic. en Artes Escénicas
2.24,1.94,6.9,5.9,6.18,3.5,50,Lic. en Artes Escénicas
3.74,3.78,7.5,6.74,5.96,1.84,50,Lic. en Artes Escénicas
2.19,2.19,7.29,6.19,4.99,2.12,50,Lic. en Artes Escénicas
3.93,3.11,7.1,6.41,4.93,3.64,50,Lic. en Artes Escénicas
2.9,2.28,6.79,6.94,5.52,3.52,50,Lic. en Artes Escénicas
3.59,3.0,7.4,6.39,5.18,3.77,50,Lic. en Artes Escénicas
3.58,2.67,7.5,6.5,5.46,2.27,50,Lic. en Artes Escénicas
3.14,2.76,7.12,6.8,5.65,2.97,50,Lic. en Artes Escénicas
3.97,1.81,6.93,6.1,4.93,2.62,50,Lic. en Artes Escénicas
2.3,2.41,7.2,7.07,4.88,3.53,50,Lic. en Artes Escénicas
2.32,2.2,7.29,6.98,5.34,3.52,50,Lic. en Artes Escénicas
1.81,3.21,7.39,6.55,5.36,2.17,50,Lic. en Artes Escénicas
3.93,2.83,6.59,6.92,6.04,2.4,50,Lic. en Artes Escénicas
2.47,2.12,7.54,6.98,4.91,3.18,50,Lic. en Artes Escénicas
3.77,1.92,7.32,5.7,4.94,2.59,50,Lic. en Artes Escénicas
2.95,1.88,7.73,6.09,5.56,3.94,50,Lic. en Artes Escénicas
3.76,3.32,6.83,5.63,5.71,3.12,50,Lic. en Artes Escénicas
3.49,3.46,6.67,6.92,5.81,3.79,50,Lic. en Artes Escénicas
2.33,2.14,7.54,6.61,5.32,2.06,50,Lic. en Artes Escénicas
3.84,1.93,7.77,5.75,5.78,2.38,50,Lic. en Artes Escénicas
2.48,3.96,7.06,6.94,4.88,2.9,50,Lic. en Artes Escénicas
3.48,2.39,6.43,5.9,5.43,2.88,50,Lic. en Artes Escénicas
1.69,2.38,7.01,6.81,5.3,1.81,50,Lic. en Artes Escénicas
1.73,2.4,6.62,6.25,6.08,2.68,50,Lic. en Artes Escénicas
